goodreads_link,animal,pronoun,pronoun_extra,flag_anthropomorphic,flag_importance,note,flag_duplicate,pronoun_group,animal_book_rank,num_ratings,title,author,reviewed,duplicate,decade_category,manual_rank,avg_ratings,book_cover_image,description,num_reviews,ISBN,pub_date,pub_year,publisher,decade,animal_group
https://www.goodreads.com/book/show/775597.Caps_for_Sale,monkey,he/him,,unsure,,"the monkeys are mostly referred to as a group, and they steal hats, but real monkeys do that, too... they seem to be emotionally in tune with the other character though idk. Also then it says ""each monkey took off his cap""",,he/him,11,93592,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,TRUE,,Pre-1950,,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348541342i/775597.jpg,"Caps for Saleis a timeless classic beloved by millions...one of the most popular picture books ever published!Children will delight in following the peddler’s efforts to outwit the monkeys and will ask to read it again and again.Caps for Saleis an excellent easy-to-read book that includes repetition, patterns, and colors, perfect for early readers.This tale of a peddler and a band of mischievous monkeys is filled with warmth, humor, and simplicity and also teaches children about problem and resolution.Show more",1739,9780064431439,"January 1, 1940",1940,HarperCollins,1940,monkey
https://www.goodreads.com/book/show/29291.Make_Way_for_Ducklings,duck,she/her,,,,,,she/her,13,89606,Make Way for Ducklings,Robert McCloskey,TRUE,,Pre-1950,,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362580777i/29291.jpg,"This classic tale of the famous Mallard ducks of Boston is available for the first time in a full-sized paperback edition. Awarded the Caldecott Medal in 1942,Make Way for Ducklingshas been described as ""one of the merriest picture books ever"" (The New York Times). Ideal for reading aloud, this book deserves a place of honor on every child's bookshelf.",1952,9780670035380,"January 1, 1941",1941,Viking Press,1940,duck
https://www.goodreads.com/book/show/29291.Make_Way_for_Ducklings,duck,he/him,,,,,,he/him,13,89606,Make Way for Ducklings,Robert McCloskey,TRUE,,Pre-1950,,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362580777i/29291.jpg,"This classic tale of the famous Mallard ducks of Boston is available for the first time in a full-sized paperback edition. Awarded the Caldecott Medal in 1942,Make Way for Ducklingshas been described as ""one of the merriest picture books ever"" (The New York Times). Ideal for reading aloud, this book deserves a place of honor on every child's bookshelf.",1952,9780670035380,"January 1, 1941",1941,Viking Press,1940,duck
https://www.goodreads.com/book/show/505304.The_Poky_Little_Puppy,puppy,he/him,,,,,,he/him,15,82183,The Poky Little Puppy,Janette Sebring Lowrey,TRUE,,Pre-1950,,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320424154i/505304.jpg,"In this cherished childhood classic, a puppy who is always late coming home one night finds there is no dessert for him.One of the original 12Little Golden Books, The Poky Little Puppyhas sold nearly 15 million copies since 1942, making it one of the most popular children’s books of all time. Now this curious little puppy is ready to win the hearts and minds of a new generation of kids.",966,9780307021342,"January 1, 1942",1942,Western Publishing,1940,dog
https://www.goodreads.com/book/show/133526.Blueberries_for_Sal,bear,he/him,,,,,,he/him,16,73057,Blueberries for Sal,Robert McCloskey,TRUE,,Pre-1950,,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363586056i/133526.jpg,"Caldecott Honor BookWhat happens when Sal and her mother meet a mother bear and her cub? A beloved classic is born!Kuplink, kuplank, kuplunk!Sal and her mother are picking blueberries to can for the winter. But when Sal wanders to the other side of Blueberry Hill, she discovers a mama bear preparing for her own long winter. Meanwhile Sal's mother is being followed by a small bear with a big appetite for berries! Will each mother go home with the right little one?With its expressive line drawings and charming story,Blueberries for Salhas won readers' hearts since its first publication in 1948.Show more",1579,9780670175918,"September 17, 1948",1948,Viking Books for Young Readers,1940,bear
https://www.goodreads.com/book/show/133526.Blueberries_for_Sal,bear,she/her,,,,,,she/her,16,73057,Blueberries for Sal,Robert McCloskey,TRUE,,Pre-1950,,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363586056i/133526.jpg,"Caldecott Honor BookWhat happens when Sal and her mother meet a mother bear and her cub? A beloved classic is born!Kuplink, kuplank, kuplunk!Sal and her mother are picking blueberries to can for the winter. But when Sal wanders to the other side of Blueberry Hill, she discovers a mama bear preparing for her own long winter. Meanwhile Sal's mother is being followed by a small bear with a big appetite for berries! Will each mother go home with the right little one?With its expressive line drawings and charming story,Blueberries for Salhas won readers' hearts since its first publication in 1948.Show more",1579,9780670175918,"September 17, 1948",1948,Viking Books for Young Readers,1940,bear
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,elephant,he/him,,,,,,he/him,17,59065,"The Story of Babar (Babar, #1)",Jean de Brunhoff,TRUE,,Pre-1950,,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",584,9780394805757,"January 1, 1931",1931,Random House Books for Young Readers,1930,elephant
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,elephant,she/her,,,,,,she/her,17,59065,"The Story of Babar (Babar, #1)",Jean de Brunhoff,TRUE,,Pre-1950,,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",584,9780394805757,"January 1, 1931",1931,Random House Books for Young Readers,1930,elephant
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,elephant,he/him,,,,,,he/him,17,59065,"The Story of Babar (Babar, #1)",Jean de Brunhoff,TRUE,,Pre-1950,,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",584,9780394805757,"January 1, 1931",1931,Random House Books for Young Readers,1930,elephant
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,elephant,he/him,,,,,,he/him,17,59065,"The Story of Babar (Babar, #1)",Jean de Brunhoff,TRUE,,Pre-1950,,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",584,9780394805757,"January 1, 1931",1931,Random House Books for Young Readers,1930,elephant
https://www.goodreads.com/book/show/356321.The_Story_of_Babar,elephant,she/her,,,,,,she/her,17,59065,"The Story of Babar (Babar, #1)",Jean de Brunhoff,TRUE,,Pre-1950,,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353333493i/356321.jpg,"The first of the tales starring the most famous elephant in the literary world.In this classic that has delighted three generations of readers, Babar escapes from the hunter who killed his mother and comes to town. Here, with the help of an old friend, he will learn a lot of new things and one day, once returned to the great forest, he will be acclaimed King of the elephants!A story beautifully told accompanied by fascinating and hilarious illustrations!A must read for kids of any age!Show more",584,9780394805757,"January 1, 1931",1931,Random House Books for Young Readers,1930,elephant
https://www.goodreads.com/book/show/11301.Horton_Hatches_the_Egg,elephant,he/him,,,,,,he/him,18,48882,Horton Hatches the Egg,Dr. Seuss,TRUE,,Pre-1950,,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408927129i/11301.jpg,"Beloved by generations for his kindness and loyalty, Horton the Elephant is one of the most iconic and honorable characters in children's literature – as well as the star of two books and a short story by Dr. Seuss (Horton Hatches the Egg, Horton Hears a Who!,andHorton and the Kwuggerbug).Everyone laughs when Horton the Elephant offers to sit on Mayzie bird's egg while she goes on holiday. Horton's kindness and faithfulness are sorely tested when he, and the egg, are kidnapped and sold to a circus – but his reward for being faithful is more wonderful than he could ever have dreamed!With his unique combination of hilarious stories, zany pictures and riotous rhymes, Dr. Seuss has been delighting young children and helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat', and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more",896,9780007175192,"January 1, 1940",1940,Harpercollins Children's Books,1940,elephant
https://www.goodreads.com/book/show/11301.Horton_Hatches_the_Egg,bird,she/her,,,,,,she/her,18,48882,Horton Hatches the Egg,Dr. Seuss,TRUE,,Pre-1950,,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408927129i/11301.jpg,"Beloved by generations for his kindness and loyalty, Horton the Elephant is one of the most iconic and honorable characters in children's literature – as well as the star of two books and a short story by Dr. Seuss (Horton Hatches the Egg, Horton Hears a Who!,andHorton and the Kwuggerbug).Everyone laughs when Horton the Elephant offers to sit on Mayzie bird's egg while she goes on holiday. Horton's kindness and faithfulness are sorely tested when he, and the egg, are kidnapped and sold to a circus – but his reward for being faithful is more wonderful than he could ever have dreamed!With his unique combination of hilarious stories, zany pictures and riotous rhymes, Dr. Seuss has been delighting young children and helping them learn to read for over fifty years. Creator of the wonderfully anarchic'Cat in the Hat', and ranked among the world's top children's authors, Dr. Seuss is a global best-seller, with nearly half a billion books sold worldwide.Show more",896,9780007175192,"January 1, 1940",1940,Harpercollins Children's Books,1940,bird
https://www.goodreads.com/book/show/189182.The_Story_About_Ping,duck,he/him,,,,,,he/him,20,42928,The Story About Ping,Marjorie Flack,TRUE,,Pre-1950,,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193120i/189182.jpg,"Ping was an adventurous duck who lived on a beautiful wise-eyed boat on the Yangtze River. He liked his life on the riverboat just and liked his large family and his kind master. He didn't like to be the last in line to board the boat at night, for that unlucky duck got a loud spank. So what did Ping do when it seemed that he would be the last on line? What else but set out on his own to explore the fascinating world of life on the Yangtze River.The Story about Pingis one of the best-loved and enduring children's books, both for its spirited and irrepressible hero and for its beautiful evocation of a distant land and way of life. Every child can sympathize with a dawdling duck who wants to avoid a spanking, and share his excitement and wonder as he sails down the river.Show more",560,9780448421650,"January 1, 1933",1933,Grosset & Dunlap,1930,duck
https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,duck,she/her,,,,,,she/her,21,42720,The Ugly Duckling,Hans Christian Andersen,TRUE,,Pre-1950,,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381355973i/122967.jpg,"For over one hundred years The Ugly Duckling has been a childhood favorite, and Jerry Pinkney's spectacular new adaptation brings it triumphantly to new generations of readers. With keen emotion and fresh vision, the acclaimed artist captures the essence of the tale's timeless appeal: The journey of the awkward little bird -- marching bravely through hecklers, hunters, and cruel seasons -- is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness. Splendid watercolors set in the lush countryside bring drama to life.",1720,9780688159320,"November 11, 1843",1843,HarperCollins,1840,duck
https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,duck,she/her,,,,,,she/her,21,42720,The Ugly Duckling,Hans Christian Andersen,TRUE,,Pre-1950,,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381355973i/122967.jpg,"For over one hundred years The Ugly Duckling has been a childhood favorite, and Jerry Pinkney's spectacular new adaptation brings it triumphantly to new generations of readers. With keen emotion and fresh vision, the acclaimed artist captures the essence of the tale's timeless appeal: The journey of the awkward little bird -- marching bravely through hecklers, hunters, and cruel seasons -- is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness. Splendid watercolors set in the lush countryside bring drama to life.",1720,9780688159320,"November 11, 1843",1843,HarperCollins,1840,duck
https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,cat,he/him,,,,,,he/him,21,42720,The Ugly Duckling,Hans Christian Andersen,TRUE,,Pre-1950,,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381355973i/122967.jpg,"For over one hundred years The Ugly Duckling has been a childhood favorite, and Jerry Pinkney's spectacular new adaptation brings it triumphantly to new generations of readers. With keen emotion and fresh vision, the acclaimed artist captures the essence of the tale's timeless appeal: The journey of the awkward little bird -- marching bravely through hecklers, hunters, and cruel seasons -- is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness. Splendid watercolors set in the lush countryside bring drama to life.",1720,9780688159320,"November 11, 1843",1843,HarperCollins,1840,cat
https://www.goodreads.com/book/show/140131.Walt_Disney_s_Three_Little_Pigs,pig,he/him,,,,,,he/him,26,29521,Walt Disney's Three Little Pigs (A Little Golden Book),Al Dempster,TRUE,,Pre-1950,,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388191633i/140131.jpg,"The three little pigs have never looked so cute and the big bad wolf never looked so bad in this retelling of the classic fairy tale! Vintage Disney artwork from the 1940s makes this book an important addition to every Little Golden Book collector’s library.Little Golden BooksChildren have lovedLittle Golden Booksfor over 60 years. They have written their names inside each front cover and delighted in the colorful pictures and wonderful stories. Thanks to the happy hours spent with such books asThe Poky Little Puppy,many children have developed a lifelong love of reading.Over two billionLittle Golden Bookshave reached the hands of children. We salute the talented authors and artists who create the books, as well as the readers – young and old – who enjoy the picture books with the famous gold-foil spine.Show more",236,9780736423120,"January 1, 1933",1933,Golden/Disney,1930,pig
https://www.goodreads.com/book/show/140131.Walt_Disney_s_Three_Little_Pigs,pig,he/him,,,,,,he/him,26,29521,Walt Disney's Three Little Pigs (A Little Golden Book),Al Dempster,TRUE,,Pre-1950,,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388191633i/140131.jpg,"The three little pigs have never looked so cute and the big bad wolf never looked so bad in this retelling of the classic fairy tale! Vintage Disney artwork from the 1940s makes this book an important addition to every Little Golden Book collector’s library.Little Golden BooksChildren have lovedLittle Golden Booksfor over 60 years. They have written their names inside each front cover and delighted in the colorful pictures and wonderful stories. Thanks to the happy hours spent with such books asThe Poky Little Puppy,many children have developed a lifelong love of reading.Over two billionLittle Golden Bookshave reached the hands of children. We salute the talented authors and artists who create the books, as well as the readers – young and old – who enjoy the picture books with the famous gold-foil spine.Show more",236,9780736423120,"January 1, 1933",1933,Golden/Disney,1930,pig
https://www.goodreads.com/book/show/140131.Walt_Disney_s_Three_Little_Pigs,pig,he/him,,,,,,he/him,26,29521,Walt Disney's Three Little Pigs (A Little Golden Book),Al Dempster,TRUE,,Pre-1950,,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388191633i/140131.jpg,"The three little pigs have never looked so cute and the big bad wolf never looked so bad in this retelling of the classic fairy tale! Vintage Disney artwork from the 1940s makes this book an important addition to every Little Golden Book collector’s library.Little Golden BooksChildren have lovedLittle Golden Booksfor over 60 years. They have written their names inside each front cover and delighted in the colorful pictures and wonderful stories. Thanks to the happy hours spent with such books asThe Poky Little Puppy,many children have developed a lifelong love of reading.Over two billionLittle Golden Bookshave reached the hands of children. We salute the talented authors and artists who create the books, as well as the readers – young and old – who enjoy the picture books with the famous gold-foil spine.Show more",236,9780736423120,"January 1, 1933",1933,Golden/Disney,1930,pig
https://www.goodreads.com/book/show/140131.Walt_Disney_s_Three_Little_Pigs,wolf,he/him,,,,,,he/him,26,29521,Walt Disney's Three Little Pigs (A Little Golden Book),Al Dempster,TRUE,,Pre-1950,,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388191633i/140131.jpg,"The three little pigs have never looked so cute and the big bad wolf never looked so bad in this retelling of the classic fairy tale! Vintage Disney artwork from the 1940s makes this book an important addition to every Little Golden Book collector’s library.Little Golden BooksChildren have lovedLittle Golden Booksfor over 60 years. They have written their names inside each front cover and delighted in the colorful pictures and wonderful stories. Thanks to the happy hours spent with such books asThe Poky Little Puppy,many children have developed a lifelong love of reading.Over two billionLittle Golden Bookshave reached the hands of children. We salute the talented authors and artists who create the books, as well as the readers – young and old – who enjoy the picture books with the famous gold-foil spine.Show more",236,9780736423120,"January 1, 1933",1933,Golden/Disney,1930,wolf
https://www.goodreads.com/book/show/1298205.Walt_Disney_s_Dumbo,elephant,she/her,,,,,,she/her,27,27120,Walt Disney's Dumbo (A Little Golden Book),Walt Disney Company,TRUE,,Pre-1950,,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320426193i/1298205.jpg,"Everyone's favorite big-eared little elephant finds his way to the skies in this uplifting Little Golden Book. With artwork from the 1940s, allof the original charm and beauty of the Disney classic can be found in this vintage book.",122,9780736423090,"January 1, 1940",1940,Golden/Disney,1940,elephant
https://www.goodreads.com/book/show/1298205.Walt_Disney_s_Dumbo,elephant,he/him,,,,,,he/him,27,27120,Walt Disney's Dumbo (A Little Golden Book),Walt Disney Company,TRUE,,Pre-1950,,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320426193i/1298205.jpg,"Everyone's favorite big-eared little elephant finds his way to the skies in this uplifting Little Golden Book. With artwork from the 1940s, allof the original charm and beauty of the Disney classic can be found in this vintage book.",122,9780736423090,"January 1, 1940",1940,Golden/Disney,1940,elephant
https://www.goodreads.com/book/show/1298205.Walt_Disney_s_Dumbo,mouse,he/him,,,,,,he/him,27,27120,Walt Disney's Dumbo (A Little Golden Book),Walt Disney Company,TRUE,,Pre-1950,,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320426193i/1298205.jpg,"Everyone's favorite big-eared little elephant finds his way to the skies in this uplifting Little Golden Book. With artwork from the 1940s, allof the original charm and beauty of the Disney classic can be found in this vintage book.",122,9780736423090,"January 1, 1940",1940,Golden/Disney,1940,mouse
